Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/Pais""))",Chrome 114.0.0.0,,,2023-07-05 20:05:41,2023-07-05 20:05:42,"0,436s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/label_Direccin de la calle""))",Chrome 114.0.0.0,,,2023-07-05 20:05:42,2023-07-05 20:05:42,"0,430s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/Direccion""))",Chrome 114.0.0.0,,,2023-07-05 20:05:42,2023-07-05 20:05:43,"0,363s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/Piso""))",Chrome 114.0.0.0,,,2023-07-05 20:05:43,2023-07-05 20:05:43,"0,426s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/label_Poblacin""))",Chrome 114.0.0.0,,,2023-07-05 20:05:43,2023-07-05 20:05:43,"0,394s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/Ciudad""))",Chrome 114.0.0.0,,,2023-07-05 20:05:43,2023-07-05 20:05:44,"0,394s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/label_Regin  Provincia""))",Chrome 114.0.0.0,,,2023-07-05 20:05:44,2023-07-05 20:05:44,"0,400s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/span_Elige una opcin""))",Chrome 114.0.0.0,,,2023-07-05 20:05:44,2023-07-05 20:05:45,"0,416s",PASSED
"scrollToElement(findTestObject(""Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/label_Cdigo postal""), 2)",Chrome 114.0.0.0,,,2023-07-05 20:05:45,2023-07-05 20:05:45,"0,382s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/label_Cdigo postal""))",Chrome 114.0.0.0,,,2023-07-05 20:05:45,2023-07-05 20:05:45,"0,368s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/CP""))",Chrome 114.0.0.0,,,2023-07-05 20:05:45,2023-07-05 20:05:46,"0,403s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/label_Direccin de correo electrnico""))",Chrome 114.0.0.0,,,2023-07-05 20:05:46,2023-07-05 20:05:46,"0,411s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/Email""))",Chrome 114.0.0.0,,,2023-07-05 20:05:46,2023-07-05 20:05:47,"0,417s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/span_Suscrbete a nuestro boletn""))",Chrome 114.0.0.0,,,2023-07-05 20:05:47,2023-07-05 20:05:47,"0,391s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Compra de un grupo de productos con descuentos con cliente registrado/Page_Checkout -/h3_Tu pedido""))",Chrome 114.0.0.0,,,2023-07-05 20:05:47,2023-07-05 20:05:47,"0,425s",PASSED
